name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
203.0,2015,600000,128000,1.0,2.0,1.0,1.0,26.0,1498.0,98.6,5.0
298.0,2015,620000,33000,1.0,1.0,1.0,1.0,20.14,1498.0,88.8,5.0
293.0,2009,150000,70000,2.0,1.0,1.0,2.0,19.7,796.0,46.3,5.0
783.0,2011,150000,40000,2.0,1.0,1.0,4.0,0.0,1086.0,62.0,5.0
490.0,2011,200000,80000,1.0,1.0,1.0,1.0,17.0,1405.0,71.0,5.0
125.0,2015,730000,70000,1.0,1.0,1.0,1.0,26.21,1248.0,88.5,5.0
356.0,2013,800000,100000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,8.0
909.0,2009,300000,90000,1.0,1.0,1.0,2.0,14.0,2498.0,112.0,8.0
250.0,2012,190000,112000,1.0,1.0,1.0,2.0,20.0,1399.0,68.0,5.0
1776.0,2011,350000,50000,2.0,1.0,1.0,1.0,15.5,1799.0,132.0,5.0
732.0,2015,509999,62000,1.0,1.0,1.0,2.0,24.4,1120.0,71.0,5.0
1777.0,2012,400000,90000,1.0,1.0,1.0,1.0,20.77,1248.0,88.76,7.0
269.0,2013,800000,80000,1.0,1.0,1.0,1.0,12.99,2494.0,100.0,7.0
1455.0,2013,250000,50000,1.0,1.0,1.0,1.0,21.02,1248.0,88.8,5.0
105.0,2016,930000,47552,1.0,1.0,1.0,2.0,19.67,1582.0,126.2,5.0
101.0,2016,720000,40000,1.0,1.0,1.0,2.0,24.3,1248.0,88.5,5.0
339.0,2011,225000,15000,2.0,1.0,1.0,1.0,15.6,1196.0,70.0,5.0
307.0,2019,950000,20000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
224.0,2018,530000,52000,2.0,1.0,1.0,1.0,17.19,1197.0,81.86,5.0
145.0,2016,470000,70000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
872.0,2017,650000,110000,1.0,1.0,1.0,1.0,15.96,2523.0,63.0,9.0
871.0,2014,540000,77500,1.0,1.0,1.0,2.0,14.0,2179.0,138.1,7.0
103.0,2015,459999,100000,1.0,1.0,1.0,2.0,25.2,1248.0,74.0,5.0
235.0,2019,325000,14700,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
433.0,2017,400000,32000,2.0,1.0,1.0,2.0,18.15,1198.0,82.0,6.0
227.0,2004,70000,70000,2.0,1.0,1.0,2.0,19.7,796.0,46.3,5.0
332.0,2009,250000,80000,2.0,1.0,1.0,1.0,17.5,1298.0,85.8,5.0
356.0,2014,910000,80000,1.0,1.0,1.0,2.0,12.99,2494.0,100.6,8.0
1.0,2018,720000,25000,1.0,1.0,1.0,1.0,28.4,1248.0,74.02,5.0
21.0,2015,590000,50000,1.0,1.0,1.0,1.0,26.59,1248.0,74.0,5.0
1002.0,2015,434000,120000,1.0,1.0,1.0,1.0,13.58,2499.0,72.4,10.0
1778.0,2018,445000,19700,2.0,1.0,1.0,1.0,18.15,1198.0,82.0,5.0
1779.0,2011,191000,70000,3.0,1.0,1.0,1.0,18.83,1086.0,62.1,5.0
576.0,2018,372000,50000,1.0,1.0,1.0,4.0,25.83,1498.0,99.0,5.0
249.0,2005,65000,90000,2.0,1.0,1.0,2.0,18.9,998.0,67.1,5.0
603.0,2007,150000,60000,2.0,1.0,1.0,3.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
143.0,2015,300000,140000,1.0,1.0,1.0,1.0,20.0,1399.0,68.05,5.0
1014.0,2017,520000,40000,2.0,1.0,1.0,1.0,20.3,1199.0,84.0,5.0
24.0,2014,190000,70000,2.0,1.0,1.0,3.0,22.74,796.0,47.3,5.0
1043.0,2012,750000,90000,1.0,1.0,1.0,1.0,12.8,2494.0,102.0,8.0
1780.0,2016,750000,110000,1.0,1.0,2.0,1.0,18.49,1493.0,100.0,7.0
281.0,2020,360000,5000,2.0,1.0,1.0,1.0,22.05,796.0,47.3,5.0
733.0,2013,160000,70000,2.0,1.0,1.0,2.0,22.74,796.0,47.3,5.0
1781.0,2015,229999,60000,2.0,1.0,1.0,2.0,19.44,1198.0,67.0,7.0
107.0,2007,85000,120000,2.0,1.0,1.0,3.0,19.7,796.0,46.3,5.0
312.0,2018,300000,7000,2.0,1.0,1.0,1.0,22.5,999.0,67.0,5.0
1082.0,2014,675000,120000,1.0,1.0,1.0,1.0,12.05,2179.0,120.0,7.0
1530.0,2014,700000,145241,1.0,1.0,1.0,1.0,12.05,2179.0,120.0,7.0
1569.0,2008,400000,110000,1.0,1.0,1.0,1.0,12.7,2609.0,116.6,8.0
185.0,2016,254999,30000,2.0,1.0,1.0,3.0,25.17,799.0,53.3,5.0
1.0,2013,390000,100000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
334.0,2015,450000,80000,1.0,1.0,1.0,1.0,23.59,1364.0,67.04,5.0
537.0,2016,1630000,40000,1.0,1.0,2.0,2.0,11.36,2755.0,171.5,7.0
174.0,2017,725000,50000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
871.0,2013,466000,95500,1.0,1.0,1.0,2.0,14.0,2179.0,138.1,7.0
1513.0,2017,370000,40000,2.0,1.0,1.0,2.0,18.16,1196.0,86.8,5.0
717.0,2007,150000,70000,2.0,1.0,1.0,3.0,18.2,1061.0,64.0,5.0
892.0,2017,483000,15000,2.0,1.0,1.0,1.0,23.1,998.0,67.04,5.0
147.0,2016,470000,10000,2.0,1.0,1.0,1.0,18.9,1197.0,82.0,5.0
101.0,2018,950000,25000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
1514.0,2013,450000,50000,2.0,1.0,1.0,3.0,17.01,1591.0,121.3,5.0
271.0,2011,345000,70000,2.0,1.0,1.0,1.0,17.6,1496.0,88.7,5.0
247.0,2009,300000,60000,2.0,1.0,1.0,1.0,19.0,998.0,66.1,5.0
297.0,2004,120000,80000,2.0,1.0,1.0,2.0,16.1,796.0,37.0,4.0
177.0,2020,500000,40000,2.0,1.0,1.0,1.0,17.57,1193.0,88.7,5.0
934.0,2018,1350000,40000,1.0,1.0,1.0,1.0,16.0,2179.0,138.0,7.0
394.0,2017,455000,50000,1.0,1.0,1.0,1.0,24.0,1186.0,73.97,5.0
377.0,2013,165000,45000,2.0,1.0,1.0,2.0,21.1,814.0,55.2,5.0
144.0,2016,470000,23700,2.0,1.0,1.0,1.0,20.4,1197.0,81.8,5.0
1192.0,2016,470000,23700,2.0,1.0,1.0,1.0,20.4,1197.0,81.8,5.0
1782.0,2019,1520000,10000,2.0,1.0,1.0,1.0,16.0,1368.0,160.0,5.0
41.0,2014,229999,53473,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
608.0,2011,250000,100000,1.0,1.0,1.0,2.0,15.96,2523.0,63.0,9.0
108.0,2013,220000,80000,2.0,1.0,1.0,1.0,17.92,1086.0,62.1,5.0
732.0,2015,360000,120000,1.0,1.0,1.0,1.0,24.4,1120.0,71.0,5.0
41.0,2018,350000,40000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
277.0,2012,500000,70000,1.0,1.0,1.0,1.0,22.32,1582.0,126.32,5.0
337.0,2013,145000,90000,1.0,1.0,1.0,3.0,25.44,936.0,57.6,5.0
1783.0,2014,300000,51000,2.0,1.0,1.0,1.0,18.2,1199.0,82.5,5.0
840.0,2010,180000,87000,1.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
188.0,2009,180000,87000,2.0,1.0,1.0,2.0,13.2,1495.0,94.0,5.0
443.0,2006,200000,120000,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
1.0,2013,530000,40000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
10.0,2014,620000,90000,1.0,1.0,1.0,2.0,19.01,1461.0,108.45,5.0
1784.0,2015,360000,110000,2.0,1.0,1.0,3.0,16.78,1496.0,88.73,5.0
108.0,2010,245000,86000,2.0,1.0,1.0,2.0,17.92,1086.0,62.1,5.0
103.0,2009,370000,120000,1.0,1.0,1.0,1.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
1542.0,1999,70000,70000,2.0,1.0,1.0,4.0,15.9,1298.0,85.0,5.0
1373.0,2014,650000,140000,1.0,1.0,1.0,2.0,25.01,1498.0,89.75,5.0
89.0,2019,610000,18000,2.0,1.0,1.0,1.0,21.21,1197.0,81.8,5.0
41.0,2015,300000,24000,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
277.0,2012,450000,150000,1.0,1.0,1.0,3.0,22.32,1582.0,126.32,5.0
201.0,2011,450000,108000,1.0,1.0,1.0,1.0,22.32,1582.0,126.3,5.0
221.0,2011,340000,60000,2.0,1.0,2.0,3.0,16.95,1197.0,78.9,5.0
1785.0,2013,650000,90000,1.0,1.0,1.0,1.0,20.77,1248.0,88.76,7.0
197.0,2014,250000,120000,1.0,1.0,1.0,1.0,19.1,1405.0,70.0,5.0
337.0,2012,225000,100000,1.0,1.0,1.0,3.0,25.44,936.0,57.6,5.0
340.0,2007,55000,75958,1.0,1.0,1.0,2.0,17.88,1396.0,52.8,5.0
469.0,1996,42000,70000,2.0,1.0,1.0,3.0,16.1,796.0,37.0,4.0
840.0,2012,250000,100000,1.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
1786.0,2006,282000,128000,1.0,1.0,1.0,4.0,12.6,1991.0,112.0,7.0
626.0,2007,80000,110000,1.0,1.0,1.0,3.0,16.8,1405.0,62.0,5.0
102.0,2016,500000,40000,2.0,1.0,1.0,1.0,20.85,1197.0,83.14,5.0
825.0,2016,500000,70000,1.0,1.0,1.0,1.0,25.83,1498.0,99.0,5.0
472.0,2011,400000,60000,1.0,1.0,1.0,1.0,22.9,1248.0,74.0,5.0
373.0,2013,550000,90000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
1787.0,2007,200000,70000,1.0,1.0,1.0,2.0,13.93,2179.0,138.1,7.0
259.0,2012,280000,65000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
1.0,2014,580000,88000,1.0,1.0,1.0,1.0,23.4,1248.0,74.0,5.0
88.0,2009,100000,80000,1.0,1.0,1.0,3.0,18.8,1248.0,90.0,5.0
552.0,2014,550000,60000,1.0,1.0,1.0,1.0,14.0,2523.0,75.0,8.0
876.0,2017,700000,38000,1.0,1.0,1.0,1.0,18.49,1493.0,100.0,7.0
1412.0,2010,150000,80000,2.0,1.0,1.0,3.0,15.0,1368.0,90.0,5.0
309.0,2013,500000,110000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
103.0,2017,640000,110000,1.0,1.0,1.0,1.0,25.2,1248.0,74.0,5.0
1788.0,2011,340000,145000,1.0,1.0,1.0,1.0,20.86,1199.0,75.0,5.0
702.0,2019,811000,43000,1.0,1.0,1.0,1.0,22.54,1396.0,88.76,5.0
183.0,2016,409999,120000,1.0,1.0,1.0,1.0,23.2,1248.0,73.94,5.0
1789.0,2007,220000,136000,2.0,1.0,1.0,2.0,16.1,1298.0,88.2,5.0
1790.0,2013,170000,120000,1.0,1.0,1.0,2.0,17.88,1405.0,48.21,5.0
513.0,2018,700000,25000,2.0,1.0,1.0,1.0,18.6,1197.0,81.86,5.0
1612.0,2003,80000,40000,2.0,1.0,1.0,2.0,14.4,1599.0,94.0,5.0
112.0,2019,5150000,20000,2.0,2.0,2.0,1.0,22.37,2487.0,214.56,5.0
113.0,2017,3200000,45000,1.0,2.0,2.0,1.0,19.33,1999.0,177.0,5.0
172.0,2015,503000,110000,1.0,1.0,1.0,1.0,14.1,2179.0,147.94,7.0
290.0,2019,3800000,20000,1.0,1.0,2.0,1.0,18.0,1969.0,190.0,5.0
137.0,2016,2000000,68089,2.0,3.0,2.0,1.0,19.16,2494.0,157.7,5.0
249.0,2013,225000,58343,2.0,3.0,1.0,1.0,21.79,998.0,67.05,5.0
267.0,2018,740000,38817,1.0,2.0,1.0,1.0,27.39,1248.0,74.0,5.0
268.0,2016,550000,56494,2.0,3.0,1.0,1.0,18.2,1199.0,88.7,5.0
269.0,2013,750000,79328,1.0,3.0,1.0,2.0,12.99,2494.0,100.6,7.0
270.0,2019,650000,5621,2.0,3.0,2.0,1.0,22.0,1197.0,81.8,5.0
271.0,2017,625000,25538,2.0,3.0,1.0,1.0,16.78,1496.0,88.73,5.0
272.0,2018,600000,69779,2.0,2.0,2.0,1.0,22.0,1197.0,81.8,5.0
118.0,2019,5400000,7500,1.0,2.0,2.0,1.0,16.78,1995.0,190.0,5.0
118.0,2019,5500000,8500,1.0,2.0,2.0,1.0,16.78,1995.0,190.0,5.0
273.0,2019,779000,7032,2.0,3.0,2.0,1.0,19.0,1199.0,88.76,5.0
130.0,2016,645000,11000,2.0,2.0,2.0,1.0,14.3,1598.0,103.5,5.0
274.0,2018,2475000,2000,1.0,2.0,2.0,1.0,16.8,1984.0,150.0,5.0
1.0,2014,420000,120000,1.0,1.0,1.0,2.0,23.4,1248.0,74.0,5.0
409.0,2018,899000,35000,1.0,1.0,1.0,1.0,25.1,1248.0,88.5,5.0
1454.0,2019,459999,35000,2.0,1.0,1.0,1.0,19.83,1198.0,67.0,5.0
1282.0,2008,150000,120000,1.0,1.0,1.0,2.0,18.1,1493.0,110.0,5.0
386.0,2017,350000,25000,2.0,1.0,1.0,1.0,23.01,999.0,67.0,5.0
161.0,2015,509999,100000,1.0,1.0,1.0,2.0,23.59,1364.0,67.05,5.0
1464.0,2013,500000,120000,1.0,1.0,1.0,3.0,15.96,2523.0,62.1,9.0
177.0,2017,370000,35000,2.0,1.0,1.0,1.0,17.57,1193.0,88.7,5.0
545.0,2013,240000,44000,2.0,1.0,1.0,2.0,20.92,998.0,67.1,5.0
56.0,2015,530000,100000,1.0,1.0,1.0,2.0,22.54,1396.0,88.73,5.0
396.0,2015,1000000,133000,1.0,1.0,1.0,2.0,15.4,2179.0,120.0,7.0
673.0,2018,1600000,35000,1.0,1.0,1.0,2.0,13.68,2393.0,147.8,7.0
259.0,2014,350000,64000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
1146.0,2015,1100000,70000,1.0,1.0,2.0,1.0,16.0,2179.0,140.0,7.0
220.0,2015,350000,100000,2.0,1.0,1.0,1.0,18.9,1197.0,82.0,5.0
1791.0,2013,370000,90000,1.0,1.0,1.0,2.0,22.9,1248.0,74.0,5.0
332.0,2014,220000,50000,2.0,1.0,1.0,1.0,17.5,1298.0,85.8,5.0
1068.0,2013,200000,80000,1.0,1.0,1.0,1.0,22.1,1248.0,76.9,5.0
1792.0,2017,400000,50000,1.0,1.0,1.0,1.0,25.32,1198.0,77.0,6.0
1072.0,2009,150000,55000,2.0,1.0,1.0,1.0,14.6,1368.0,88.7,5.0
1073.0,2020,1500000,40000,2.0,1.0,2.0,1.0,10.75,2694.0,163.7,8.0
24.0,2013,185000,80000,2.0,1.0,1.0,2.0,22.74,796.0,47.3,5.0
1008.0,2010,110000,80000,2.0,1.0,1.0,2.0,0.0,1086.0,62.1,5.0
373.0,2012,450000,120000,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
358.0,2018,500000,20000,2.0,1.0,1.0,2.0,18.9,1197.0,81.86,5.0
470.0,2013,650000,85710,1.0,2.0,1.0,1.0,15.1,2179.0,140.0,7.0
259.0,2014,320000,15000,2.0,1.0,1.0,1.0,20.36,1197.0,78.9,5.0
60.0,2017,440000,35000,2.0,1.0,2.0,1.0,20.51,998.0,67.0,5.0
502.0,2013,315000,49000,2.0,1.0,1.0,2.0,18.5,1197.0,82.85,5.0
1793.0,2007,100000,70000,2.0,1.0,1.0,3.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
368.0,2010,202999,158000,1.0,1.0,1.0,1.0,18.8,1248.0,90.0,5.0
499.0,2012,179000,30000,2.0,1.0,1.0,2.0,21.1,814.0,55.2,5.0
372.0,2008,140000,60000,2.0,1.0,1.0,2.0,20.36,1197.0,78.9,5.0
535.0,2008,150000,40000,2.0,1.0,1.0,2.0,18.2,1061.0,64.0,5.0
357.0,2011,440000,60000,1.0,1.0,1.0,2.0,13.6,2523.0,63.0,7.0
302.0,2011,250000,55130,1.0,2.0,1.0,2.0,20.0,1399.0,68.0,5.0
169.0,2014,330000,22000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
1159.0,2010,250000,48000,2.0,1.0,1.0,1.0,15.6,1196.0,70.0,5.0
168.0,2012,335000,45000,2.0,1.0,1.0,1.0,18.5,1197.0,82.85,5.0
186.0,2016,1025000,22522,1.0,2.0,1.0,1.0,16.0,2179.0,140.0,7.0
195.0,2012,320000,51856,2.0,2.0,1.0,3.0,18.5,1197.0,80.0,5.0
20.0,2018,800000,25000,1.0,1.0,1.0,1.0,25.5,1498.0,98.6,5.0
169.0,2016,375000,34500,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
474.0,2012,140000,20000,2.0,1.0,1.0,1.0,21.1,814.0,55.2,5.0
329.0,2019,550000,3000,2.0,1.0,1.0,1.0,20.14,1197.0,81.86,5.0
1794.0,2019,670000,20000,2.0,1.0,1.0,1.0,19.5,1199.0,88.76,5.0
307.0,2018,950000,35000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
811.0,2010,300000,60000,1.0,1.0,1.0,1.0,18.3,1991.0,147.9,5.0
1795.0,2017,1150000,6825,2.0,1.0,2.0,1.0,18.0,1497.0,117.6,5.0
622.0,2018,375000,50000,4.0,1.0,1.0,1.0,30.716,1196.0,61.7,5.0
336.0,2016,600000,13500,2.0,1.0,1.0,1.0,17.5,1373.0,91.1,7.0
244.0,2008,700000,260000,1.0,1.0,1.0,1.0,12.8,2494.0,102.0,8.0
595.0,2018,600000,65000,1.0,1.0,1.0,1.0,25.4,1186.0,73.97,5.0
1539.0,2016,590000,40000,2.0,1.0,1.0,2.0,20.73,1373.0,91.1,5.0
1622.0,2019,420000,30000,2.0,1.0,1.0,1.0,20.3,1086.0,68.0,5.0
1796.0,2016,1950000,120000,1.0,1.0,1.0,1.0,13.5,2477.0,175.56,7.0
1797.0,2013,541000,112011,1.0,1.0,1.0,1.0,13.93,2179.0,138.1,7.0
50.0,2015,900000,125000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,7.0
50.0,2015,900000,125000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,7.0
368.0,2009,250000,43000,1.0,1.0,1.0,1.0,18.8,1248.0,90.0,5.0
309.0,2019,670000,53534,1.0,1.0,1.0,1.0,15.96,2523.0,62.1,7.0
1375.0,2019,530000,20000,2.0,1.0,1.0,1.0,20.3,1199.0,83.81,5.0
189.0,2013,550000,70000,1.0,1.0,1.0,3.0,15.1,2179.0,140.0,7.0
1798.0,2015,650000,150000,1.0,1.0,1.0,1.0,15.4,1997.0,120.0,7.0
977.0,2012,180000,100000,1.0,1.0,1.0,2.0,19.4,1405.0,70.0,5.0
1799.0,2015,585000,50000,1.0,1.0,1.0,1.0,16.55,2498.0,105.0,7.0
168.0,2013,345000,120000,2.0,1.0,1.0,2.0,18.5,1197.0,82.85,5.0
472.0,2013,350000,110000,1.0,1.0,1.0,3.0,22.9,1248.0,74.0,5.0
1800.0,2012,250000,120000,1.0,1.0,1.0,1.0,15.42,1405.0,70.0,7.0
449.0,2007,409999,248119,1.0,1.0,1.0,4.0,12.8,2494.0,102.0,8.0
386.0,2017,325000,16500,2.0,1.0,1.0,2.0,23.01,999.0,67.0,5.0
41.0,2016,350000,9900,2.0,1.0,1.0,1.0,23.95,998.0,67.05,5.0
107.0,2012,180000,80000,2.0,1.0,1.0,3.0,19.7,796.0,46.3,5.0
1801.0,2010,150000,100000,2.0,1.0,1.0,2.0,16.0,1368.0,90.0,5.0
1802.0,2020,700000,20000,2.0,1.0,1.0,1.0,23.26,1197.0,88.5,5.0
1117.0,2016,795000,90000,1.0,1.0,1.0,1.0,28.09,1248.0,88.5,5.0
210.0,2019,950000,15000,1.0,1.0,1.0,1.0,16.55,2498.0,105.0,6.0
183.0,2011,160000,140000,1.0,1.0,1.0,1.0,21.1,1248.0,73.9,5.0
16.0,2012,300000,120000,1.0,1.0,1.0,2.0,23.0,1396.0,90.0,5.0
109.0,2015,549000,90000,1.0,1.0,1.0,1.0,20.77,1248.0,88.76,7.0
936.0,2018,3000000,20000,1.0,1.0,2.0,1.0,20.38,1968.0,143.0,5.0
269.0,2015,1200000,61000,1.0,1.0,1.0,1.0,12.99,2494.0,100.6,7.0
1210.0,2012,570000,100000,1.0,1.0,1.0,2.0,21.8,1461.0,78.0,5.0
1282.0,2009,375000,100000,1.0,1.0,1.0,1.0,18.1,1493.0,110.0,5.0
357.0,2009,300000,170000,1.0,1.0,1.0,3.0,13.6,2523.0,63.0,7.0
1784.0,2013,350000,100000,2.0,1.0,1.0,2.0,16.78,1496.0,88.73,5.0
357.0,2011,400000,120000,1.0,1.0,1.0,2.0,13.6,2523.0,63.0,7.0
441.0,2015,434999,50000,1.0,1.0,1.0,1.0,20.14,1498.0,88.8,5.0
984.0,2012,200000,120000,2.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
24.0,2015,260000,25000,2.0,1.0,1.0,1.0,22.74,796.0,47.3,5.0
97.0,2013,459999,80000,1.0,1.0,1.0,2.0,22.32,1582.0,126.32,5.0
1803.0,2011,210000,100000,1.0,1.0,1.0,2.0,21.1,1248.0,73.9,5.0
102.0,2015,540000,93000,2.0,1.0,1.0,2.0,20.85,1197.0,83.14,5.0
325.0,2017,710000,50000,1.0,1.0,1.0,1.0,24.52,1248.0,88.5,7.0
1804.0,2019,990000,19600,1.0,1.0,1.0,1.0,22.1,1396.0,88.7,5.0
1407.0,2017,362000,104000,2.0,1.0,1.0,1.0,15.64,1193.0,64.1,5.0
307.0,2017,880000,33000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
884.0,2017,700000,60000,1.0,1.0,1.0,1.0,18.49,1493.0,100.0,7.0
400.0,2016,600000,60000,1.0,1.0,1.0,1.0,15.96,2523.0,63.0,9.0
1805.0,2015,700000,40000,2.0,1.0,1.0,1.0,13.24,1598.0,102.5,5.0
1584.0,2016,400000,60000,1.0,1.0,1.0,1.0,27.28,1047.0,69.0,5.0
1806.0,2010,165000,80000,3.0,1.0,1.0,1.0,18.479999999999997,1495.0,93.7,5.0
244.0,2007,350000,376412,1.0,1.0,1.0,2.0,12.8,2494.0,102.0,8.0
421.0,2012,180000,70000,2.0,1.0,1.0,1.0,17.92,1086.0,62.1,5.0
545.0,2012,170000,90000,2.0,1.0,1.0,3.0,20.92,998.0,67.1,5.0
608.0,2014,370000,183000,1.0,1.0,1.0,1.0,15.96,2523.0,63.0,9.0
40.0,2018,800000,27000,1.0,1.0,1.0,1.0,24.3,1248.0,88.5,5.0
307.0,2017,900000,35000,1.0,1.0,1.0,1.0,23.0,1498.0,98.96,5.0
472.0,2013,390000,120000,1.0,1.0,1.0,1.0,22.9,1248.0,74.0,5.0
1.0,2014,445000,80000,1.0,1.0,1.0,2.0,23.4,1248.0,74.0,5.0
1.0,2014,459999,70000,1.0,1.0,1.0,4.0,23.4,1248.0,74.0,5.0
1807.0,2013,275000,55000,3.0,1.0,1.0,1.0,20.16,998.0,61.7,5.0
146.0,2009,200000,120000,1.0,1.0,1.0,2.0,21.1,1248.0,73.9,5.0
1808.0,2012,350000,72000,2.0,1.0,1.0,2.0,17.5,1197.0,85.8,5.0
1809.0,2007,95000,120000,1.0,1.0,1.0,2.0,12.0,2092.0,127.0,7.0
161.0,2014,550000,250000,1.0,1.0,1.0,1.0,23.59,1364.0,67.04,5.0
428.0,2016,900000,100000,1.0,1.0,1.0,1.0,13.58,2499.0,72.4,9.0
1652.0,2013,350000,120000,1.0,1.0,1.0,2.0,15.3,2956.0,83.83,7.0
362.0,2015,325000,50000,2.0,1.0,2.0,1.0,19.34,1198.0,76.0,5.0
1339.0,2014,455999,32000,2.0,1.0,1.0,1.0,18.9,1197.0,82.0,5.0
1579.0,2008,129000,60000,2.0,1.0,1.0,1.0,19.7,796.0,46.3,5.0
685.0,2018,840000,30000,1.0,1.0,1.0,1.0,19.87,1461.0,83.14,5.0
1810.0,2010,235000,100000,1.0,1.0,1.0,2.0,13.93,2179.0,138.1,7.0
1811.0,2016,700000,50000,1.0,1.0,1.0,1.0,18.49,1493.0,100.0,7.0
1793.0,2010,140000,40000,2.0,1.0,1.0,2.0,19.5292373105782,1458.3272031778727,91.50002278741545,5.4190083860526705
967.0,2018,528000,5000,2.0,1.0,1.0,1.0,18.9,1197.0,81.86,5.0
1108.0,2017,1500000,12000,1.0,1.0,1.0,1.0,17.1,1956.0,170.0,5.0
400.0,2016,600000,70000,1.0,1.0,1.0,1.0,15.96,2523.0,63.0,9.0
464.0,2007,102000,50000,2.0,1.0,1.0,2.0,15.26,1150.0,74.9,5.0
874.0,2014,750000,70000,1.0,1.0,1.0,2.0,15.1,2179.0,140.0,7.0
483.0,2015,650000,50000,2.0,1.0,1.0,1.0,21.4,1197.0,83.1,5.0
1812.0,2012,310000,40000,2.0,1.0,1.0,1.0,16.47,1198.0,73.9,5.0
149.0,2014,480000,30000,2.0,1.0,1.0,1.0,19.1,1197.0,82.0,5.0
281.0,2018,320000,15000,2.0,1.0,1.0,1.0,24.7,796.0,47.3,5.0
38.0,2015,750000,40000,2.0,1.0,1.0,1.0,17.4,1497.0,117.3,5.0
319.0,2017,370000,40000,2.0,1.0,1.0,1.0,19.49,1198.0,67.04,5.0
485.0,2013,320000,60000,2.0,1.0,1.0,4.0,18.6,1197.0,85.8,5.0
485.0,2013,420000,67000,2.0,1.0,1.0,1.0,18.6,1197.0,85.8,5.0
332.0,2010,240000,60000,2.0,1.0,1.0,2.0,17.5,1298.0,85.8,5.0
312.0,2017,220000,60000,2.0,1.0,1.0,1.0,22.5,999.0,67.0,5.0
1030.0,2016,350000,30000,2.0,1.0,1.0,1.0,23.84,1199.0,84.0,5.0
958.0,2018,675000,40000,1.0,1.0,1.0,1.0,25.8,1498.0,98.6,5.0
1016.0,2016,434999,50000,2.0,1.0,1.0,2.0,18.16,1197.0,78.8,5.0
1813.0,2006,125000,200000,2.0,1.0,2.0,3.0,13.1,1997.0,141.1,5.0
1814.0,2016,400000,14000,2.0,1.0,1.0,2.0,18.15,1198.0,82.0,6.0
602.0,2015,425000,70000,1.0,1.0,1.0,1.0,13.58,2499.0,72.4,9.0
1815.0,2010,311000,94000,1.0,1.0,1.0,2.0,21.1,1248.0,75.0,5.0
1002.0,2015,509999,197000,1.0,1.0,1.0,1.0,13.58,2499.0,72.4,10.0
821.0,2015,530000,79000,1.0,1.0,1.0,2.0,25.83,1498.0,99.0,5.0
1816.0,2008,210000,120000,1.0,1.0,1.0,2.0,18.7,1896.0,66.0,5.0
1817.0,2019,977000,30000,1.0,1.0,1.0,1.0,17.3,1497.0,121.0,8.0
169.0,2018,440000,20000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
169.0,2018,440000,17000,2.0,1.0,1.0,1.0,20.51,998.0,67.04,5.0
773.0,2018,655000,20000,2.0,1.0,1.0,1.0,18.6,1197.0,81.83,5.0
574.0,2016,295000,60000,2.0,1.0,1.0,1.0,25.17,799.0,53.3,5.0
1818.0,2007,65000,70000,2.0,1.0,1.0,3.0,15.0,1086.0,66.6,5.0
306.0,2017,1200000,150000,1.0,1.0,1.0,1.0,17.6,2179.0,153.86,7.0
930.0,2017,1251000,35000,1.0,1.0,1.0,1.0,17.6,2179.0,153.86,7.0
591.0,2010,200000,60000,1.0,1.0,1.0,1.0,23.03,1396.0,69.0,5.0
